user_id,x,y,is_representative,cluster
1,0.09040028384380326,0.09052529487370961,1,5
2,-0.0007695571079773192,-0.010545548933240691,1,14
3,-0.10712136221191929,-0.0669997953126445,1,13
5,0.3130010402908308,-0.08811043229800848,1,10
6,0.09216326066555719,0.23954906108645552,1,11
7,-0.25412546460794794,-0.010710443976319525,1,4
8,0.1386176984840865,-0.08487294406849018,1,1
9,0.022466377812456934,-0.005537298858443021,0,14
10,-0.004742436089682356,0.11166157000793876,1,20
11,0.13896824719500256,0.14342308695426895,1,7
13,-0.1724471491807561,-0.014162745053054973,1,0
15,0.057441551652968215,0.0062094031690875275,1,2
17,-0.16367609224410246,-0.07213828486721106,0,0
18,-0.08067100931002481,0.09161317682203252,1,15
19,-0.22431881074173476,0.007814423739009872,1,6
22,-0.24716954915005593,0.022541662817531713,0,6
23,-0.113048783511298,-0.02002881397996527,0,13
24,0.12617763079228703,0.12157460593905133,0,5
25,-0.11985264538805547,0.07075457981252703,0,15
26,0.16944018873258715,0.2671514872728847,1,19
27,0.07834275160733636,-0.07827834374618517,1,9
28,0.08227408947846458,-0.16436601221601987,1,17
29,-0.3064332624659041,0.015855491559892788,1,18
30,0.2827382023788011,-0.009544702212703869,1,3
31,0.011378429117945964,0.18302257940004665,0,11
32,0.20845127590071022,-0.03673060158716742,0,1
33,-0.1198172702516569,-0.05792410462669693,0,13
34,0.0751185284511107,0.12193829105333327,0,5
35,0.17592923632146787,-0.12788135356782912,0,17
36,0.09959520358475814,-0.018938048591022775,0,2
37,0.23172951857812357,0.2790876000041356,0,19
38,0.2627361981890456,0.1995574740098414,1,16
39,0.043907506872568516,0.04789567352977683,0,5
40,-0.31545472080211007,-0.02163314208900889,0,18
42,-0.31422200379246146,-0.01710160798660718,0,18
43,0.21037220035840443,0.07498525962987655,0,3
44,-0.06831815883465653,0.08002203801147657,0,15
45,0.1843204318125639,0.2839457982752761,0,19
46,-0.19864212120520605,0.026225673140160596,1,8
48,0.06794199902719716,0.12228443276660665,0,5
49,-0.25350582682124195,-0.012817141113179858,0,6
51,0.22440960968440904,0.2744501436484642,0,7
52,-0.30617212957421425,-0.03754276571048439,0,4
53,0.02292531744892716,0.11821749654608892,0,5
54,0.1351801713805609,-0.06017872238212103,0,2
56,0.09074439383786775,-0.039438265461566736,0,2
57,0.07612680803743405,-0.062449913982466805,0,2
58,-0.12463524551431601,0.039440410660973986,0,15
59,0.19560646853115246,-0.13524369699007577,0,1
60,-0.19692799209486267,-0.017073958107766216,0,0
62,0.12358690863305764,-0.10359235775222093,0,17
63,0.1900740636138008,-0.14776930060009874,0,1
64,-0.22791146775503487,0.06949812082101302,0,6
65,-0.18105316629977095,-0.04357650066205882,0,0
67,0.05986040253474229,-0.11961408990077685,1,12
68,0.09738090239632599,-0.07663032053958922,0,2
69,0.35555877039420264,-0.13596480396335914,0,10
70,0.2529620200190175,0.07113081536757979,0,3
72,0.21111585559043858,-0.030938230628136117,0,1
73,-0.2605912287697344,-0.014746916991234982,0,6
74,0.20714111687179848,-0.1479949476589959,0,1
75,0.025352144796189104,0.2046045206777806,0,11
76,0.15827694542569193,0.08463332371982961,0,3
78,0.2603957002458015,0.3448935601908468,0,19
80,-0.07800767891104816,-0.0020179935071791416,0,14
81,-0.027199317647245237,-0.13541966561900953,0,9
82,-0.09898577653904582,0.09637244717453021,0,15
83,-0.09587022941165466,0.18351164017126675,0,15
84,-0.057898662375435575,-0.035841276655002266,0,13
86,-0.1957149731788529,0.12207831896713353,0,15
87,-0.06291818851608277,-0.032799805091626805,0,13
88,0.07040284778814417,-0.03548281587222211,0,2
90,-0.07737689770401174,-0.021604907204009104,0,13
91,0.14548218507844848,-0.053823492628025583,0,2
92,-0.07462983779427487,0.21327462089337756,0,15
93,-0.30610559199560444,0.011346728328079312,0,18
95,-0.014092442323875834,-0.0026393738708186116,0,14
96,0.007481758722924216,0.0037925978031316788,0,14
97,0.1800489352434267,-0.08999843360674109,0,1
99,-0.008367905004518613,0.06926276867848141,0,5
100,-0.15259909199007912,-0.05039928118584399,0,0
101,-0.35339480080143715,-0.009972811141591603,0,4
102,0.10529833664305012,0.0986762146789964,0,5
103,-0.35889430487334173,0.0003412386416547821,0,18
104,0.0035107344362360904,0.08702873556110163,0,20
105,-0.2539871125244781,-0.020355961744482263,0,6
106,0.2341658633959597,0.07167161648984458,0,16
107,-0.021287990683875897,-0.08084606618814888,0,9
109,-0.16136815672603527,0.13709058296478996,0,15
110,0.1892548249579947,0.07733346526039095,0,3
111,0.26012742986538573,0.021160713743590902,0,16
112,-0.07117211680649495,0.05964215357279848,0,15
113,-0.30880539633744375,0.009738493736156425,0,4
114,-0.05776299276372309,0.1474394115385025,0,11
115,-0.22913861416880443,0.022417061588863533,0,6
116,-0.2640715901766289,0.04862027481135699,0,6
117,-0.36618669315425534,0.012368263083955493,0,18
118,0.006859801506947677,-0.10913951698631139,0,12
119,0.07766574218948114,0.26505712253401786,0,7
120,-0.06284317962782464,0.03958447365919738,0,15
121,-0.3400560334288061,0.008572287654342786,0,18
122,-0.2546932926129643,-0.007040860448935027,0,4
123,-0.07380250501903134,0.11410259357036591,0,15
124,0.3047378597397843,-0.1637934418599355,0,10
125,-0.1423077784753505,-0.06188590900212321,0,13
126,0.22396773428551617,-0.021021707302013658,0,16
127,-0.03865413774335758,0.0005731210586639939,0,14
129,-0.20766035576763653,-0.09478517051904177,0,0
130,-0.31543825937910536,0.011835185245567866,0,18
131,0.2585882895054679,-0.101440064152723,0,1
132,0.02834613835999551,0.08313387413815511,0,5
133,0.2233753814490485,0.2418320610239134,0,19
134,-0.24720833697006522,-0.005463964873957541,0,4
135,0.13656945172502957,0.1559773538866941,0,7
